Id,Lot Area,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice
1548,5890,IDOTRR,1Fam,1Story,6,8,1930,2007,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,278.0,816.0,816,0,0.0,1,0,2,TA,5,Typ,0,Detchd,2002.0,1.0,432.0,Y,0,0,6,2008,120500
841,10859,CollgCr,1Fam,1Story,5,5,1994,1995,VinylSd,VinylSd,None,0.0,TA,PConc,1097.0,1097.0,1097,0,0.0,1,1,3,TA,6,Typ,0,Attchd,1995.0,2.0,672.0,Y,392,64,6,2009,145000
1621,5330,StoneBr,TwnhsE,1Story,8,5,2000,2000,CemntBd,CmentBd,None,0.0,Gd,PConc,298.0,1494.0,1652,0,1.0,2,0,2,Ex,6,Typ,0,Attchd,2000.0,2.0,499.0,Y,96,48,8,2007,251000
218,10778,Sawyer,Duplex,1Story,4,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,CBlock,1768.0,1768.0,1768,0,0.0,2,0,4,TA,8,Typ,0,,,0.0,0.0,Y,0,0,4,2010,136500
1504,6845,Edwards,Duplex,1Story,4,5,1955,1955,WdShing,Wd Shng,BrkCmn,58.0,TA,Slab,0.0,0.0,1152,0,0.0,2,0,2,TA,6,Typ,0,,,0.0,0.0,N,0,0,7,2008,82500
946,21780,IDOTRR,1Fam,1Story,2,4,1910,1950,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,0.0,0.0,810,0,0.0,1,0,1,TA,4,Min1,0,Detchd,1975.0,1.0,280.0,N,119,24,3,2009,57625
455,10307,NridgHt,TwnhsE,1Story,7,5,2007,2008,VinylSd,VinylSd,Stone,176.0,Gd,PConc,474.0,1350.0,1358,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,2008.0,2.0,484.0,Y,192,26,5,2009,212500
2906,4500,Mitchel,Twnhs,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,319.0,1216.0,1216,0,1.0,2,0,2,TA,5,Typ,0,Attchd,1998.0,2.0,402.0,Y,0,125,5,2006,164000
2878,9060,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,MetalSd,MetalSd,BrkFace,327.0,TA,CBlock,967.0,967.0,967,671,0.0,2,0,4,Gd,6,Typ,0,Detchd,1957.0,1.0,384.0,Y,0,21,4,2006,139000
1173,2160,Somerst,Twnhs,2Story,7,5,1999,2000,MetalSd,MetalSd,BrkFace,212.0,Gd,PConc,90.0,600.0,624,628,1.0,2,1,2,Gd,4,Typ,0,Detchd,1999.0,2.0,462.0,Y,0,48,3,2008,160000
985,7669,Mitchel,1Fam,SFoyer,5,6,1992,1993,HdBoard,Wd Shng,None,0.0,TA,PConc,0.0,828.0,883,0,1.0,1,0,2,TA,5,Typ,1,Detchd,1998.0,2.0,698.0,Y,100,32,6,2009,149000
975,9858,Mitchel,1Fam,1Story,5,6,1968,1968,HdBoard,HdBoard,None,0.0,TA,CBlock,354.0,864.0,874,0,1.0,1,0,3,TA,5,Typ,0,Attchd,1968.0,1.0,288.0,Y,33,0,11,2009,130000
202,10300,OldTown,1Fam,2Story,7,6,1921,1950,Stucco,Stucco,None,0.0,TA,BrkTil,576.0,576.0,902,808,0.0,2,0,3,TA,9,Typ,0,Detchd,1990.0,2.0,480.0,Y,12,11,4,2010,140000
528,8125,Somerst,1Fam,1Story,8,5,2008,2009,VinylSd,VinylSd,BrkFace,288.0,Gd,PConc,1836.0,1836.0,1836,0,0.0,2,0,3,Gd,8,Typ,1,Attchd,2009.0,2.0,517.0,Y,0,175,10,2009,264500
2579,14850,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,197.0,1092.0,1092,0,1.0,1,0,2,TA,6,Typ,1,Attchd,1957.0,1.0,299.0,Y,268,0,5,2006,141000
1841,4274,Somerst,TwnhsE,1Story,7,5,2006,2007,VinylSd,VinylSd,,,Gd,PConc,135.0,1241.0,1241,0,1.0,1,1,1,Gd,4,Typ,0,Attchd,2007.0,2.0,569.0,Y,0,116,11,2007,199900
591,9650,NWAmes,1Fam,1Story,6,5,1977,1977,Plywood,Plywood,BrkFace,360.0,TA,CBlock,664.0,1350.0,1334,0,0.0,2,0,2,TA,6,Typ,1,Attchd,1977.0,2.0,630.0,Y,0,16,4,2009,167900
1897,14585,NAmes,1Fam,1Story,6,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,CBlock,331.0,1144.0,1429,0,0.0,1,0,3,Gd,7,Typ,2,Attchd,1960.0,2.0,572.0,Y,216,110,6,2007,181900
70,9000,Somerst,1Fam,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,36.0,Gd,PConc,488.0,1566.0,1566,0,1.0,2,0,3,Gd,7,Typ,0,Attchd,2008.0,2.0,750.0,Y,144,168,4,2010,262500
590,13774,NWAmes,1Fam,2Story,7,7,1977,1992,HdBoard,HdBoard,BrkFace,283.0,TA,PConc,476.0,908.0,1316,972,0.0,1,2,4,Gd,8,Typ,2,Attchd,1977.0,2.0,520.0,Y,321,72,11,2009,230000
1172,5119,Somerst,TwnhsE,1Story,9,5,1999,2000,MetalSd,MetalSd,BrkFace,60.0,Gd,PConc,460.0,1698.0,1709,0,1.0,2,0,2,Gd,5,Typ,1,Attchd,1999.0,2.0,506.0,Y,97,65,1,2008,328900
1714,9254,NridgHt,1Fam,1Story,8,5,2005,2005,VinylSd,VinylSd,BrkFace,210.0,Gd,PConc,1602.0,1721.0,1721,0,1.0,2,0,3,Gd,7,Typ,0,Attchd,2005.0,2.0,554.0,Y,168,27,1,2007,232698
829,10324,CollgCr,1Fam,1Story,8,5,2008,2008,VinylSd,VinylSd,BrkFace,140.0,Gd,PConc,382.0,1254.0,1254,0,1.0,2,0,2,Gd,5,Typ,0,Attchd,2008.0,3.0,810.0,Y,168,92,3,2009,221800
1397,8375,Sawyer,1Fam,1.5Fin,5,7,1941,1973,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,240.0,576.0,864,486,1.0,1,1,2,Gd,6,Min1,0,2Types,1973.0,3.0,627.0,N,0,0,6,2008,152400
877,9750,CollgCr,1Fam,1Story,7,5,2000,2001,VinylSd,VinylSd,BrkFace,171.0,Gd,PConc,1630.0,1630.0,1630,0,0.0,2,0,3,Gd,6,Typ,1,Attchd,2000.0,2.0,451.0,Y,74,234,10,2009,213000
2477,7632,SawyerW,1Fam,2Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,96.0,Gd,PConc,784.0,784.0,831,754,0.0,2,1,3,Gd,7,Typ,0,Attchd,2005.0,2.0,449.0,Y,100,77,3,2006,184900
2871,15750,Crawfor,2fmCon,1Story,5,5,1953,1953,MetalSd,MetalSd,BrkFace,56.0,TA,CBlock,324.0,1165.0,1336,0,1.0,1,0,2,TA,5,Typ,2,Attchd,1953.0,1.0,375.0,Y,0,0,6,2006,157000
2489,9240,Sawyer,1Fam,1Story,5,6,1962,2002,HdBoard,HdBoard,None,0.0,TA,CBlock,252.0,864.0,1211,0,0.0,1,0,2,TA,6,Min1,1,Detchd,1972.0,2.0,576.0,Y,161,0,3,2006,144000
1655,10400,NWAmes,1Fam,1Story,6,5,1979,1999,MetalSd,MetalSd,BrkFace,253.0,TA,CBlock,356.0,1259.0,1353,0,1.0,2,0,2,TA,5,Typ,1,Attchd,1979.0,2.0,478.0,Y,240,141,8,2007,192350
1891,8800,NAmes,1Fam,1Story,7,6,1966,1966,HdBoard,Plywood,BrkFace,202.0,TA,CBlock,520.0,1174.0,1200,0,0.0,2,0,3,TA,6,Typ,1,Attchd,1966.0,2.0,440.0,Y,0,0,10,2007,163500
1419,11839,SawyerW,1Fam,2Story,7,5,1990,1990,HdBoard,HdBoard,BrkFace,99.0,TA,PConc,390.0,1475.0,1532,797,1.0,2,1,4,Gd,10,Typ,1,Attchd,1990.0,2.0,514.0,Y,192,121,5,2008,262280
1473,9135,CollgCr,1Fam,1Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,113.0,Gd,PConc,726.0,1536.0,1536,0,1.0,2,0,3,Gd,7,Typ,0,Attchd,2002.0,2.0,532.0,Y,192,74,12,2008,214000
2868,14115,Crawfor,1Fam,1Story,6,7,1956,2004,Stone,Stone,None,0.0,TA,PConc,230.0,1073.0,1811,0,0.0,1,0,2,Ex,6,Typ,1,Attchd,1956.0,2.0,470.0,Y,0,0,7,2006,230000
1695,14154,NridgHt,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,350.0,Gd,PConc,1063.0,1063.0,1071,1101,0.0,2,1,3,Gd,9,Typ,1,Attchd,2006.0,3.0,947.0,Y,192,62,8,2007,280000
2244,6565,IDOTRR,1Fam,1Story,4,6,1957,1980,MetalSd,MetalSd,None,0.0,TA,CBlock,106.0,1073.0,1073,0,1.0,1,0,3,TA,6,Typ,0,Detchd,1985.0,2.0,720.0,Y,0,444,8,2007,140000
169,7700,NAmes,1Fam,2Story,6,5,1966,1966,MetalSd,MetalSd,BrkFace,351.0,TA,CBlock,756.0,756.0,1051,788,0.0,1,1,4,TA,7,Typ,1,Attchd,1966.0,2.0,442.0,Y,0,124,6,2010,155000
2670,4761,IDOTRR,1Fam,1.5Unf,3,3,1918,1950,Wd Sdng,Wd Sdng,None,0.0,Fa,BrkTil,1020.0,1020.0,1020,0,0.0,1,0,2,Fa,5,Typ,0,,,0.0,0.0,N,0,0,10,2006,64500
247,12361,SawyerW,1Fam,2Story,6,7,1993,1993,VinylSd,VinylSd,BrkFace,85.0,Gd,PConc,86.0,946.0,964,838,0.0,2,1,3,Gd,8,Typ,1,2Types,2000.0,4.0,1017.0,Y,450,92,5,2010,218000
2137,9720,CollgCr,1Fam,SLvl,5,7,1977,1977,Plywood,VinylSd,BrkFace,51.0,TA,CBlock,240.0,995.0,1009,0,0.0,2,0,3,TA,6,Typ,1,Detchd,1977.0,2.0,576.0,Y,0,0,6,2007,160000
1794,8640,Somerst,1Fam,1Story,8,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,1314.0,1338.0,1338,0,0.0,2,0,3,Gd,6,Typ,0,Attchd,2007.0,2.0,598.0,Y,0,141,11,2007,208900
1498,47007,Edwards,1Fam,1Story,5,7,1959,1996,Plywood,Plywood,None,0.0,TA,Slab,0.0,0.0,3820,0,,3,1,5,Ex,11,Typ,2,Attchd,1959.0,2.0,624.0,Y,0,372,7,2008,284700
1164,3180,Somerst,TwnhsE,2Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,689.0,689.0,703,689,0.0,2,0,2,Gd,5,Typ,0,Detchd,2007.0,2.0,540.0,Y,0,102,3,2008,146000
1179,14963,Veenker,TwnhsE,1Story,8,5,1996,1996,BrkFace,BrkFace,None,0.0,Gd,PConc,474.0,1260.0,1288,0,1.0,1,1,1,Ex,4,Typ,2,Attchd,1996.0,2.0,500.0,Y,120,30,12,2008,245500
1340,5000,BrkSide,1Fam,1.5Unf,6,7,1926,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,992.0,992.0,1013,0,0.0,1,0,3,TA,6,Typ,0,Detchd,1926.0,1.0,160.0,Y,0,0,4,2008,113000
436,16870,NridgHt,1Fam,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,238.0,Gd,PConc,251.0,1782.0,1782,0,1.0,2,0,3,Gd,7,Typ,2,Attchd,2004.0,3.0,932.0,Y,99,82,4,2009,296000
1636,14157,StoneBr,1Fam,1Story,9,5,2005,2006,VinylSd,VinylSd,Stone,200.0,Gd,PConc,673.0,1922.0,1922,0,1.0,2,0,3,Gd,8,Typ,1,Attchd,2005.0,3.0,676.0,Y,178,51,7,2007,377426
421,12456,NridgHt,1Fam,1Story,10,5,2006,2007,CemntBd,CmentBd,Stone,230.0,Ex,PConc,528.0,1700.0,1718,0,1.0,2,0,3,Ex,7,Typ,1,Attchd,2008.0,3.0,786.0,Y,216,48,7,2009,337500
457,14836,NridgHt,1Fam,1Story,10,5,2004,2005,CemntBd,CmentBd,Stone,730.0,Ex,PConc,346.0,2492.0,2492,0,1.0,2,1,2,Ex,8,Typ,1,Attchd,2004.0,3.0,949.0,Y,226,235,2,2009,552000
2834,6956,Edwards,1Fam,1.5Fin,4,7,1948,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,624.0,624.0,624,312,0.0,1,0,3,TA,5,Typ,0,Attchd,1948.0,1.0,265.0,Y,0,0,4,2006,97900
517,7862,Somerst,1Fam,1Story,6,5,2009,2009,VinylSd,VinylSd,None,0.0,Gd,PConc,1191.0,1218.0,1218,0,0.0,2,0,2,Gd,4,Typ,0,Attchd,2009.0,2.0,676.0,Y,0,102,9,2009,208300
1566,11050,Mitchel,1Fam,2Story,7,5,1996,1997,VinylSd,VinylSd,None,0.0,TA,PConc,910.0,910.0,910,910,0.0,2,1,3,Gd,8,Typ,1,Attchd,1996.0,3.0,816.0,Y,318,32,9,2008,213000
1439,8924,CollgCr,1Fam,2Story,7,5,1998,1999,VinylSd,VinylSd,None,0.0,TA,PConc,880.0,880.0,880,844,0.0,2,1,3,Gd,8,Typ,0,Attchd,1998.0,2.0,527.0,Y,120,155,7,2008,188000
2577,9610,NAmes,1Fam,1Story,6,6,1958,1958,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,CBlock,918.0,1121.0,1336,0,0.0,1,1,3,TA,7,Typ,1,Attchd,1958.0,2.0,488.0,Y,80,0,12,2006,162000
2241,13710,IDOTRR,1Fam,1.5Fin,5,5,1950,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,490.0,910.0,910,648,0.0,1,1,4,TA,6,Typ,0,Attchd,1950.0,1.0,282.0,Y,289,0,6,2007,152000
71,12552,Somerst,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,769.0,991.0,991,956,0.0,2,1,3,Gd,8,Typ,1,Attchd,2004.0,2.0,678.0,Y,0,136,5,2010,254900
1143,14565,SawyerW,1Fam,2Story,7,5,1994,1995,VinylSd,VinylSd,BrkFace,145.0,Gd,PConc,295.0,832.0,832,825,0.0,2,1,3,Gd,6,Typ,0,Attchd,1994.0,2.0,483.0,Y,144,74,11,2008,189000
1021,18559,NWAmes,1Fam,1Story,7,5,1978,1978,Plywood,Plywood,BrkFace,383.0,Gd,CBlock,656.0,2048.0,2064,0,1.0,2,0,3,Gd,7,Typ,2,Attchd,1978.0,2.0,550.0,Y,200,0,8,2008,235000
1416,10880,Edwards,2fmCon,1Story,5,5,1950,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,124.0,1164.0,1164,0,1.0,1,0,3,TA,5,Typ,0,Detchd,1950.0,1.0,240.0,Y,0,48,8,2008,125000
35,2280,NPkVill,Twnhs,1Story,7,6,1975,1975,Plywood,Brk Cmn,None,0.0,TA,CBlock,836.0,836.0,836,0,0.0,1,0,2,TA,4,Typ,0,Attchd,1975.0,1.0,308.0,Y,0,30,6,2010,120000
2904,31250,Mitchel,1Fam,1Story,1,3,1951,1951,CBlock,VinylSd,None,0.0,TA,CBlock,0.0,0.0,1600,0,0.0,1,1,3,TA,6,Mod,0,Attchd,1951.0,1.0,270.0,N,0,0,5,2006,81500
2174,11841,Edwards,Duplex,SFoyer,6,5,1990,1990,HdBoard,HdBoard,BrkFace,104.0,TA,CBlock,0.0,816.0,816,0,1.0,1,0,3,TA,5,Typ,0,,,0.0,0.0,Y,0,32,5,2007,118500
522,9187,Somerst,1Fam,1Story,9,5,2009,2009,CemntBd,CmentBd,Stone,162.0,Ex,PConc,645.0,1766.0,1766,0,1.0,2,1,2,Ex,7,Typ,1,Attchd,2009.0,3.0,478.0,Y,195,130,10,2009,370878
2211,6270,Crawfor,Duplex,2Story,5,6,1949,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,717.0,1001.0,1001,1001,0.0,2,0,4,TA,8,Typ,0,2Types,1949.0,3.0,871.0,Y,0,0,8,2007,145000
1539,15660,Crawfor,1Fam,1.5Fin,7,9,1939,2006,VinylSd,VinylSd,BrkFace,312.0,Gd,CBlock,457.0,798.0,1137,817,0.0,1,1,3,Gd,8,Typ,2,Attchd,1939.0,2.0,431.0,Y,0,119,5,2008,311500
2420,3087,Blmngtn,TwnhsE,1Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,14.0,Gd,PConc,767.0,1220.0,1364,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,2006.0,2.0,437.0,Y,100,16,11,2006,210250
2779,13450,CollgCr,1Fam,2Story,7,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,PConc,216.0,916.0,920,941,1.0,2,1,3,Gd,8,Typ,0,BuiltIn,2002.0,2.0,492.0,Y,146,91,6,2006,200000
953,10125,Mitchel,Duplex,1.5Fin,5,5,1977,1977,Plywood,Plywood,None,0.0,TA,CBlock,0.0,0.0,1302,432,0.0,2,0,4,Gd,8,Typ,0,Attchd,1977.0,2.0,539.0,Y,0,0,8,2009,126000
658,8146,OldTown,1Fam,2Story,4,8,1900,2003,MetalSd,MetalSd,None,0.0,Gd,BrkTil,405.0,405.0,717,322,0.0,1,0,2,TA,6,Typ,0,Detchd,1940.0,1.0,281.0,N,0,0,5,2009,114000
714,9600,OldTown,1Fam,2Story,4,4,1910,1950,VinylSd,VinylSd,None,0.0,Gd,BrkTil,677.0,677.0,833,677,0.0,2,0,3,Gd,7,Typ,0,Detchd,1974.0,2.0,720.0,N,0,0,6,2009,87500
1637,12328,StoneBr,1Fam,2Story,8,5,2005,2005,VinylSd,VinylSd,Stone,146.0,Gd,PConc,163.0,1149.0,1164,1377,1.0,3,1,4,Ex,10,Typ,1,BuiltIn,2005.0,3.0,729.0,Y,120,32,7,2007,349265
538,10141,SawyerW,1Fam,1Story,8,5,2004,2004,VinylSd,VinylSd,BrkFace,264.0,Gd,PConc,222.0,1512.0,1512,0,0.0,2,0,3,Gd,6,Typ,0,Attchd,2004.0,3.0,845.0,Y,210,36,1,2009,203000
546,8529,SawyerW,1Fam,1Story,7,5,2001,2001,VinylSd,VinylSd,None,0.0,Gd,PConc,1434.0,1454.0,1434,0,0.0,2,0,3,Gd,6,Typ,1,Attchd,2001.0,2.0,527.0,Y,290,39,4,2009,189000
533,8127,Somerst,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,PConc,402.0,812.0,812,841,1.0,2,1,3,Gd,6,Typ,0,Attchd,2003.0,2.0,628.0,Y,0,45,3,2009,209000
718,8400,OldTown,1Fam,2Story,6,7,1900,1950,Stucco,BrkFace,None,0.0,TA,BrkTil,917.0,917.0,1090,917,0.0,2,0,3,Ex,8,Typ,0,Detchd,1930.0,1.0,357.0,Y,0,235,6,2009,160000
1830,10751,Sawyer,1Fam,1Story,5,5,1974,1974,Plywood,Plywood,BrkFace,44.0,TA,CBlock,250.0,1037.0,1037,0,1.0,1,0,2,TA,5,Typ,0,Attchd,1974.0,2.0,431.0,Y,136,47,8,2007,129000
2929,10010,Mitchel,1Fam,1Story,5,5,1974,1975,HdBoard,HdBoard,None,0.0,TA,CBlock,195.0,1389.0,1389,0,1.0,1,0,2,TA,6,Typ,1,Attchd,1975.0,2.0,418.0,Y,240,38,4,2006,170000
2207,4280,Crawfor,1Fam,1Story,5,6,1913,2002,WdShing,Stucco,None,0.0,TA,PConc,75.0,440.0,694,0,0.0,1,0,2,Gd,4,Typ,1,Detchd,1990.0,1.0,352.0,P,0,0,3,2007,90350
1417,9600,Edwards,1Fam,1.5Fin,6,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,572.0,572.0,572,524,0.0,1,0,2,TA,5,Typ,0,,,0.0,0.0,N,0,8,4,2008,79000
2787,9800,CollgCr,1Fam,1Story,5,7,1972,1972,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,894.0,894,0,1.0,1,0,3,TA,5,Typ,0,Attchd,1975.0,2.0,552.0,Y,256,0,7,2006,149900
1037,7560,NAmes,1Fam,1Story,5,5,1971,1971,MetalSd,MetalSd,None,0.0,TA,CBlock,132.0,864.0,864,0,1.0,1,0,3,TA,5,Typ,0,Detchd,1977.0,2.0,576.0,Y,0,0,5,2008,123000
2659,9600,OldTown,1Fam,2Story,4,2,1900,1950,AsbShng,Stucco,None,0.0,TA,BrkTil,1095.0,1095.0,1095,679,1.0,2,0,4,TA,8,Min2,0,2Types,1920.0,3.0,779.0,N,0,0,5,2006,87000
1567,9880,Mitchel,1Fam,SLvl,6,6,1977,1977,Plywood,Plywood,None,0.0,TA,CBlock,574.0,1096.0,1118,0,1.0,1,0,3,TA,6,Typ,1,Attchd,1977.0,1.0,358.0,Y,203,0,7,2008,171000
1225,9600,NAmes,1Fam,1.5Fin,6,5,1950,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,752.0,1032.0,1032,220,0.0,1,0,3,TA,6,Typ,0,Attchd,1950.0,1.0,288.0,Y,0,0,4,2008,119000
685,7931,NAmes,1Fam,1Story,5,5,1959,1959,BrkFace,Plywood,None,0.0,TA,CBlock,0.0,1148.0,1148,0,1.0,1,0,3,TA,6,Typ,0,Attchd,1959.0,1.0,672.0,Y,0,0,7,2009,132500
1358,5100,OldTown,1Fam,2Story,8,7,1925,1996,Stucco,Wd Shng,None,0.0,TA,PConc,588.0,588.0,833,833,0.0,1,0,3,Gd,7,Typ,1,Detchd,1925.0,1.0,228.0,Y,192,63,6,2008,161000
1461,9720,CollgCr,1Fam,2Story,9,5,2001,2002,VinylSd,VinylSd,BrkFace,134.0,Gd,PConc,163.0,1357.0,1366,581,1.0,2,1,3,Gd,7,Typ,1,BuiltIn,2001.0,3.0,725.0,Y,168,116,1,2008,274000
221,8521,Sawyer,1Fam,1Story,5,5,1967,1967,HdBoard,HdBoard,None,0.0,TA,CBlock,70.0,912.0,912,0,0.0,1,0,3,TA,5,Typ,1,Detchd,1974.0,1.0,336.0,Y,0,0,5,2010,125000
2187,8741,Edwards,Duplex,1Story,5,6,1946,1950,Plywood,Plywood,None,0.0,TA,CBlock,1195.0,1195.0,1195,0,0.0,2,0,4,TA,8,Typ,0,,,0.0,0.0,N,118,0,7,2007,98500
2504,12461,NoRidge,1Fam,1Story,8,5,1994,1995,ImStucc,ImStucc,None,0.0,Gd,PConc,168.0,1624.0,1624,0,1.0,2,0,2,Gd,5,Typ,1,Attchd,1994.0,3.0,757.0,Y,0,114,7,2006,262000
855,6950,CollgCr,1Fam,1Story,5,7,1979,1979,HdBoard,HdBoard,BrkFace,40.0,TA,CBlock,132.0,914.0,914,0,1.0,1,0,2,TA,5,Typ,0,Attchd,1979.0,2.0,444.0,Y,0,0,10,2009,134900
2258,16905,Timber,1Fam,1Story,5,6,1959,1959,VinylSd,VinylSd,None,0.0,TA,CBlock,383.0,1350.0,1328,0,0.0,1,1,2,TA,5,Typ,2,Attchd,1959.0,1.0,308.0,P,0,104,7,2007,170000
2205,7155,Crawfor,1Fam,2Story,6,8,1926,1991,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,686.0,686.0,686,775,0.0,1,0,3,TA,6,Typ,1,Detchd,1926.0,1.0,225.0,N,0,0,7,2007,135000
1158,9205,NoRidge,1Fam,2Story,6,5,1990,1991,HdBoard,HdBoard,BrkFace,304.0,Gd,PConc,226.0,930.0,1364,1319,1.0,2,1,4,Gd,9,Typ,2,Attchd,1990.0,2.0,473.0,Y,237,251,6,2008,290000
1741,7697,Gilbert,1Fam,1Story,7,6,2007,2007,VinylSd,VinylSd,BrkFace,0.0,Gd,PConc,1246.0,1246.0,1258,0,0.0,2,0,3,Gd,6,Typ,0,Attchd,2007.0,2.0,462.0,Y,0,0,8,2007,173500
2735,7800,Edwards,1Fam,2Story,5,8,1948,2002,MetalSd,MetalSd,None,0.0,TA,CBlock,293.0,896.0,1112,896,1.0,3,0,3,Ex,8,Typ,0,Attchd,1948.0,1.0,230.0,Y,103,0,8,2006,225000
1888,14357,NAmes,1Fam,1Story,5,5,1961,1961,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,386.0,864.0,1187,0,1.0,1,0,2,TA,6,Typ,1,Attchd,1961.0,2.0,440.0,Y,128,0,8,2007,140500
2121,8775,CollgCr,1Fam,1Story,5,5,1994,1994,VinylSd,VinylSd,None,0.0,TA,PConc,495.0,990.0,990,0,0.0,1,0,3,TA,5,Typ,0,Attchd,1996.0,1.0,299.0,Y,0,64,4,2007,126000
1176,2645,Somerst,Twnhs,2Story,8,5,1999,1999,MetalSd,MetalSd,BrkFace,466.0,Gd,PConc,348.0,960.0,962,624,1.0,2,1,3,Gd,7,Typ,0,Detchd,1999.0,2.0,480.0,Y,169,0,12,2008,170000
2773,13568,CollgCr,1Fam,1Story,5,5,1995,1995,VinylSd,VinylSd,None,0.0,TA,PConc,274.0,990.0,990,0,0.0,1,0,3,TA,5,Typ,0,Attchd,1996.0,2.0,576.0,Y,224,0,7,2006,156000
2619,16321,NAmes,1Fam,1Story,5,6,1957,1997,MetalSd,MetalSd,None,0.0,TA,CBlock,207.0,1484.0,1600,0,1.0,1,0,2,TA,6,Typ,2,Attchd,1957.0,1.0,319.0,Y,288,258,12,2006,207500
1796,8640,Somerst,1Fam,2Story,8,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,546.0,896.0,896,896,0.0,2,1,3,Gd,8,Typ,0,Attchd,2007.0,2.0,590.0,Y,184,96,11,2007,255000
1598,1596,MeadowV,Twnhs,SLvl,4,6,1973,1973,CemntBd,CmentBd,None,0.0,TA,CBlock,25.0,462.0,526,462,1.0,1,0,1,TA,4,Typ,1,BuiltIn,1973.0,1.0,297.0,Y,0,101,7,2008,94900
1965,7315,NAmes,1Fam,1Story,5,6,1958,1958,BrkFace,BrkFace,None,0.0,TA,CBlock,545.0,1170.0,1170,0,0.0,1,0,3,TA,6,Typ,1,Attchd,1958.0,1.0,338.0,Y,0,0,3,2007,140000
2651,7614,OldTown,1Fam,2Story,3,5,1905,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,738.0,738.0,714,662,0.0,1,0,2,TA,7,Typ,0,Detchd,1930.0,1.0,216.0,N,0,0,3,2006,96900
609,11000,NAmes,1Fam,1Story,5,6,1966,1966,Plywood,Plywood,BrkFace,200.0,TA,CBlock,184.0,1154.0,1154,0,0.0,1,1,3,TA,6,Typ,1,Attchd,1966.0,2.0,480.0,Y,0,58,11,2009,154000
1990,10337,OldTown,1Fam,2Story,8,9,1910,1999,VinylSd,VinylSd,None,0.0,Gd,BrkTil,725.0,725.0,909,863,0.0,2,1,3,Gd,7,Typ,0,Detchd,1992.0,2.0,816.0,Y,0,0,5,2007,184900
1053,14803,NridgHt,1Fam,1Story,10,5,2007,2008,CemntBd,CmentBd,BrkFace,816.0,Ex,PConc,442.0,2078.0,2084,0,1.0,2,0,2,Ex,7,Typ,1,Attchd,2007.0,3.0,1220.0,Y,188,45,6,2008,385000
2877,8765,IDOTRR,1Fam,1Story,4,6,1936,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,666.0,951.0,951,0,0.0,1,0,2,TA,6,Typ,0,Detchd,1936.0,1.0,327.0,Y,0,28,4,2006,106500
